date,lwe_thickness
2017-06-10 12:00:00,
2017-05-13 00:00:00,
2017-04-24 12:00:00,
2017-03-31 12:00:00,
2017-01-21 00:00:00,
2016-12-24 12:00:00,
2016-11-27 12:00:00,
2016-08-21 12:00:00,
2016-07-15 12:00:00,
2016-06-16 00:00:00,
2016-05-20 00:00:00,
2016-03-16 12:00:00,
2016-02-14 00:00:00,
2016-01-16 12:00:00,
2015-12-23 00:00:00,
2015-09-14 12:00:00,
2015-08-16 12:00:00,
2015-07-15 12:00:00,
2015-04-27 00:00:00,
2015-04-16 00:00:00,
2015-03-16 12:00:00,
2015-02-15 00:00:00,
2015-01-22 12:00:00,
2014-11-16 00:00:00,
2014-10-16 12:00:00,
2014-09-16 00:00:00,
2014-08-16 12:00:00,
2014-06-13 00:00:00,
2014-05-16 12:00:00,
2014-04-16 00:00:00,
2014-03-17 12:00:00,
2014-01-09 00:00:00,
2013-12-16 12:00:00,
2013-11-16 00:00:00,
2013-10-16 12:00:00,
2013-07-16 12:00:00,
2013-06-16 00:00:00,
2013-05-16 12:00:00,
2013-04-21 00:00:00,
2013-02-14 00:00:00,
2013-01-16 12:00:00,
2012-12-16 12:00:00,
2012-11-18 12:00:00,
2012-09-13 12:00:00,
2012-08-16 12:00:00,
2012-07-16 12:00:00,
2012-06-16 00:00:00,
2012-04-04 00:00:00,
2012-03-16 12:00:00,
2012-02-15 12:00:00,
2012-01-16 12:00:00,
2011-12-28 00:00:00,
2011-10-31 12:00:00,
2011-10-16 12:00:00,
2011-09-16 00:00:00,
2011-08-16 12:00:00,
2011-07-18 12:00:00,
2011-05-16 12:00:00,
2011-04-16 00:00:00,
2011-03-16 12:00:00,
2011-02-18 12:00:00,
2010-12-14 12:00:00,
2010-11-16 00:00:00,
2010-10-16 12:00:00,
2010-09-16 00:00:00,
2010-08-16 12:00:00,
2010-07-16 12:00:00,
2010-06-16 00:00:00,
2010-05-16 12:00:00,
2010-04-16 00:00:00,
2010-03-16 12:00:00,
2010-02-15 00:00:00,
2010-01-16 12:00:00,
2009-12-16 12:00:00,
2009-11-16 00:00:00,
2009-10-16 12:00:00,
2009-09-16 00:00:00,
2009-08-16 12:00:00,
2009-07-16 12:00:00,
2009-06-16 00:00:00,
2009-05-16 12:00:00,
2009-04-16 00:00:00,
2009-03-16 12:00:00,
2009-02-15 00:00:00,
2009-01-16 12:00:00,
2008-12-16 12:00:00,
2008-11-16 00:00:00,
2008-10-16 12:00:00,
2008-09-16 00:00:00,
2008-08-16 12:00:00,
2008-07-16 12:00:00,
2008-06-16 00:00:00,
2008-05-16 12:00:00,
2008-04-16 00:00:00,
2008-03-16 12:00:00,
2008-02-15 12:00:00,
2008-01-16 12:00:00,
2007-12-16 12:00:00,
2007-11-16 00:00:00,
2007-10-16 12:00:00,
2007-09-16 00:00:00,
2007-08-16 12:00:00,
2007-07-16 12:00:00,
2007-06-16 00:00:00,
2007-05-16 12:00:00,
2007-04-16 00:00:00,
2007-03-16 12:00:00,
2007-02-14 12:00:00,
2007-01-16 12:00:00,
2006-12-16 12:00:00,
2006-11-16 00:00:00,
2006-10-16 12:00:00,
2006-09-16 00:00:00,
2006-08-16 12:00:00,
2006-07-16 12:00:00,
2006-06-16 00:00:00,
2006-05-16 12:00:00,
2006-04-16 00:00:00,
2006-03-16 12:00:00,
2006-02-15 00:00:00,
2006-01-16 12:00:00,
2005-12-16 12:00:00,
2005-11-16 00:00:00,
2005-10-16 12:00:00,
2005-09-16 00:00:00,
2005-08-16 12:00:00,
2005-07-16 12:00:00,
2005-06-16 00:00:00,
2005-05-16 12:00:00,
2005-04-16 00:00:00,
2005-03-16 12:00:00,
2005-02-15 00:00:00,
2005-01-16 12:00:00,
2004-12-16 12:00:00,
2004-11-16 00:00:00,
2004-10-16 12:00:00,
2004-09-16 00:00:00,
2004-08-16 12:00:00,
2004-07-16 12:00:00,
2004-06-16 00:00:00,
2004-05-16 12:00:00,
2004-04-16 00:00:00,
2004-03-16 12:00:00,
2004-02-17 00:00:00,
2004-01-07 12:00:00,
2003-12-16 12:00:00,
2003-11-16 00:00:00,
2003-10-16 12:00:00,
2003-09-16 00:00:00,
2003-08-16 12:00:00,
2003-07-16 12:00:00,
2003-05-11 12:00:00,
2003-04-16 00:00:00,
2003-03-16 12:00:00,
2003-02-15 00:00:00,
2003-01-16 12:00:00,
2002-12-16 12:00:00,
2002-11-16 00:00:00,
2002-10-16 12:00:00,
2002-09-16 00:00:00,
2002-08-16 12:00:00,
2002-05-10 12:00:00,
2002-04-18 00:00:00,
